name,parent,state,country
Civil Aviation Administration of China (CAAC),Ministry of Transport,5,US
National Defense Ministry,China,4,US
People's Liberation Army (PLA),China,4,US
Equipment Development Department (EDD),People's Liberation Army (PLA),5,US
Joint Logistic Support Force (JLSF),People's Liberation Army (PLA),5,US
Logistic Support Department (LSD),People's Liberation Army (PLA),5,US
People s Liberation Army Air Force (PLAAF),People's Liberation Army (PLA),5,US
People s Liberation Army Ground Force (PLAGF),People's Liberation Army (PLA),5,US
People s Liberation Army Navy (PLAN),People's Liberation Army (PLA),5,US
People's Liberation Army Navy Air Force (PLANAF),People s Liberation Army Navy (PLAN),6,US
People's Liberation Army Navy Marine Corps (PLANMC),People s Liberation Army Navy (PLAN),6,US
People s Liberation Army Rocket Forces (PLARF),People's Liberation Army (PLA),5,US
People's Liberation Army Strategic Support Force (PLASSF),People's Liberation Army (PLA),5,US
PLA National Defence University,People's Liberation Army (PLA),5,US
Democratic Peoples Republic of Korea (DPRK) / North Korea,Asia,3,US
Korean People s Air and Air-Defense Force (KPAF),Democratic Peoples Republic of Korea (DPRK) / North Korea,4,US
North Korea Companies,Democratic Peoples Republic of Korea (DPRK) / North Korea,4,US
Fiji,Asia,3,US
India,Asia,3,US
Defence Research and Development Organization (DRDO),India,4,US
Aeronautical Development Agency (ADA),Defence Research and Development Organization (DRDO),5,US
BrahMos Aerospace Private Limited,Defence Research and Development Organization (DRDO),5,US
Centre for Airborne Systems (CABS),Defence Research and Development Organization (DRDO),5,US
Defence Avionics Research Establishment (DARE),Defence Research and Development Organization (DRDO),5,US
Defence Research and Development Laboratory (DRDL),Defence Research and Development Organization (DRDO),5,US
Gas Turbine Research Establishment (GTRE),Defence Research and Development Organization (DRDO),5,US
Indian Space Research Organisation (ISRO),India,4,US
Ministry of Defense (MoD),India,4,US
Defence Offset Management Wing (DOMW),Ministry of Defense (MoD),5,US
Defence Space Agency (DSA),Ministry of Defense (MoD),5,US
Defence Space Research Agency (DSRA),Defence Space Agency (DSA),6,US
Defense Acquisition Council,Ministry of Defense (MoD),5,US
Department of Defence Production (DDP),Ministry of Defense (MoD),5,US
Indian Air Force (IAF),Ministry of Defense (MoD),5,US
Indian Army,Ministry of Defense (MoD),5,US
Indian Coast Guard,Ministry of Defense (MoD),5,US
Indian Navy (IN),Ministry of Defense (MoD),5,US
Ministry of External Affairs,India,4,US
Ordnance Factory Board (OFB),India,4,US
Indonesia,Asia,3,US
Ministry of Defence (MoD),Indonesia,4,US
Indonesian National Armed Forces / Tentara Nasional Indonesia,Ministry of Defence (MoD),5,US
Indonesian Air Force (TNI-AU),Indonesian National Armed Forces / Tentara Nasional Indonesia,6,US
Indonesian Army (TNI-AD),Indonesian National Armed Forces / Tentara Nasional Indonesia,6,US
Indonesian Navy (TNI-AL),Indonesian National Armed Forces / Tentara Nasional Indonesia,6,US
Indonesian Marine Corps (KORMAR),Indonesian Navy (TNI-AL),7,US
Japan,Asia,3,US
Japan Aerospace Exploration Agency (JAXA),Japan,4,US
Ministry of Defense (MoD),Japan,4,US
"Acquisition, Technology and Logistics Agency (ATLA)",Ministry of Defense (MoD),5,US
Japan Air Self-Defense Force (JASDF),Ministry of Defense (MoD),5,US
Japan Space Domain Mission Unit,Japan Air Self-Defense Force (JASDF),6,US
Japan Self-Defense Forces (JSDF),Ministry of Defense (MoD),5,US
Japan Air Self-Defense Force (JASDF),Japan Self-Defense Forces (JSDF),6,US
Japan Ground Self-Defense Force (JGSDF),Japan Self-Defense Forces (JSDF),6,US
Japan Maritime Self-Defense Force (JMSDF),Japan Self-Defense Forces (JSDF),6,US
Ministry of Finance,Japan,4,US
"Ministry of Land, Infrastructure, Transport and Tourism",Japan,4,US
Japan Coast Guard,"Ministry of Land, Infrastructure, Transport and Tourism",5,US
National Security Council,Japan,4,US
Laos,Asia,3,US
Malaysia,Asia,3,US
Malaysian Armed Forces,Malaysia,4,US
Malaysian Army,Malaysian Armed Forces,5,US
Royal Malaysian Air Force,Malaysian Armed Forces,5,US
Light Combat Aircraft (LCA)/Fighter Lead-In Trainer (FLIT),Royal Malaysian Air Force,6,US
Royal Malaysian Navy,Malaysian Armed Forces,5,US
Ministry of Defence (MoD),Malaysia,4,US
Mongolia,Asia,3,US
Ministry of Defense,Mongolia,4,US
Mongolian Armed Forces,Ministry of Defense,5,US
Mongolian Air Force,Mongolian Armed Forces,6,US
Myanmar,Asia,3,US
National Defence and Security Council,Myanmar,4,US
Tatmadaw / Myanmar Armed Forces,National Defence and Security Council,5,US
Myanmar Air Force,Tatmadaw / Myanmar Armed Forces,6,US
Myanmar Army,Tatmadaw / Myanmar Armed Forces,6,US
Myanmar Navy,Tatmadaw / Myanmar Armed Forces,6,US
Myanmar Police Force,Tatmadaw / Myanmar Armed Forces,6,US
Nepal,Asia,3,US
New Zealand,Asia,3,US
New Zealand Ministry of Defence,New Zealand,4,US
New Zealand Defence Force,New Zealand Ministry of Defence,5,US
New Zealand Army,New Zealand Defence Force,6,US
Royal New Zealand Air Force (RNZAF),New Zealand Defence Force,6,US
Royal New Zealand Navy (RNZN),New Zealand Defence Force,6,US
New Zealand Space Agency (NZSA),New Zealand,4,US
Papua New Guinea,Asia,3,US
Philippines,Asia,3,US
Department of Budget and Management,Philippines,4,US
Department of National Defense,Philippines,4,US
Armed Forces of the Philippines,Department of National Defense,5,US
Philippine Air Force,Armed Forces of the Philippines,6,US
Air Combat Command (ACC),Philippine Air Force,7,US
Philippine Army,Armed Forces of the Philippines,6,US
Philippine Navy,Armed Forces of the Philippines,6,US
Department of Transportation,Philippines,4,US
Philippine Coast Guard (PCG),Department of Transportation,5,US
Republic of Korea (RoK) / South Korea,Asia,3,US
Korea Aerospace Research Institute,Republic of Korea (RoK) / South Korea,4,US
"Ministry of Land, Infrastructure and Transport (MOLIT)",Republic of Korea (RoK) / South Korea,4,US
Ministry of National Defense (MND),Republic of Korea (RoK) / South Korea,4,US
Defense Acquisition Program Administration (DAPA),Ministry of National Defense (MND),5,US
Agency for Defense Development (ADD),Defense Acquisition Program Administration (DAPA),6,US
Republic of Korea Air Force (RoKAF),Ministry of National Defense (MND),5,US
Republic of Korea Army (RoKA),Ministry of National Defense (MND),5,US
Special Warfare Command,Republic of Korea Army (RoKA),6,US
Republic of Korea Navy (RoKN),Ministry of National Defense (MND),5,US
Republic of Korea Marine Corps (RoKMC),Republic of Korea Navy (RoKN),6,US
Ministry of Science and ICT (MIST),Republic of Korea (RoK) / South Korea,4,US
"Ministry of Trade, Industry and Energy (MOTIE)",Republic of Korea (RoK) / South Korea,4,US
Singapore,Asia,3,US
Ministry of Defense,Singapore,4,US
Defence Science and Technology Agency (DSTA),Ministry of Defense,5,US
Singapore Armed Forces (SAF),Ministry of Defense,5,US
Singapore Air Force,Singapore Armed Forces (SAF),6,US
Singapore Army,Singapore Armed Forces (SAF),6,US
Singapore Navy,Singapore Armed Forces (SAF),6,US
Singapore Companies,Singapore,4,US
Sri Lanka,Asia,3,US
Sri Lanka Air Force,Sri Lanka,4,US
Sri Lanka Navy,Sri Lanka,4,US
Taiwan,Asia,3,US
Ministry of the Interior,Taiwan,4,US
Taiwanese Ministry of National Defense (MND),Taiwan,4,US
Materiel Production Center (MPC),Taiwanese Ministry of National Defense (MND),5,US
Republic of China Air Force (RoCAF) / Taiwanese Air Force,Taiwanese Ministry of National Defense (MND),5,US
Republic of China Army (ROCA) / Taiwanese Army,Taiwanese Ministry of National Defense (MND),5,US
Republic of China Navy (ROCN) / Taiwanese Navy,Taiwanese Ministry of National Defense (MND),5,US
Thailand,Asia,3,US
Royal Thai Air Force,Thailand,4,US
Royal Thai Army,Thailand,4,US
Royal Thai Navy,Thailand,4,US
Thailand Ministry of Defence,Thailand,4,US
Defense Technology Institute (DTI),Thailand Ministry of Defence,5,US
Tibet,Asia,3,US
Timor-Leste,Asia,3,US
Vietnam,Asia,3,US
Ministry of Defense,Vietnam,4,US
People's Army of Vietnam,Ministry of Defense,5,US
Vietnam Border Defense Force,People's Army of Vietnam,6,US
Vietnam Coast Guard,People's Army of Vietnam,6,US
Vietnam People's Air Force,People's Army of Vietnam,6,US
Vietnam People's Ground Force,People's Army of Vietnam,6,US
Vietnam People's Navy,People's Army of Vietnam,6,US
Viettel Military Industry and Telecoms Group,Ministry of Defense,5,US
Eurasia,Countries / Customers,2,US
Armenia,Eurasia,3,US
Ministry of Defense of Armenia,Armenia,4,US
Armed Forces of Armenia,Ministry of Defense of Armenia,5,US
Armenian Air Force,Armed Forces of Armenia,6,US
Armenian Army,Armed Forces of Armenia,6,US
Azerbaijan,Eurasia,3,US
Azerbaijan Ministry of Defense,Azerbaijan,4,US
Azerbaijani Armed Forces,Azerbaijan Ministry of Defense,5,US
Azerbaijani Air Force,Azerbaijani Armed Forces,6,US
Azerbaijani Land Forces,Azerbaijani Armed Forces,6,US
Belarus,Eurasia,3,US
Belarus Companies,Belarus,4,US
Defense Ministry of Belarus,Belarus,4,US
Armed Forces of Belarus,Defense Ministry of Belarus,5,US
Belarusian Air Force,Armed Forces of Belarus,6,US
Belarusian Ground Forces,Armed Forces of Belarus,6,US
Belarusian Special Forces,Armed Forces of Belarus,6,US
Belarusian State Committee for Military Industry (GKVP),Defense Ministry of Belarus,5,US
State Authority for Military Industries (SAMI),Belarus,4,US
Georgia,Eurasia,3,US
Kazakhstan,Eurasia,3,US
Kazakh Ministry of Defence,Kazakhstan,4,US
Kazakh Armed Forces,Kazakh Ministry of Defence,5,US
Kazakh Air Defense Forces,Kazakh Armed Forces,6,US
Kazakh Ground Forces,Kazakh Armed Forces,6,US
Ministry of Industry and Infrastructural Development,Kazakhstan,4,US
Kyrgyzstan,Eurasia,3,US
Moldova,Eurasia,3,US
Russia,Eurasia,3,US
Federal Security Service of the Russian Federation (FSB),Russia,4,US
Russian FSB Border Guard,Federal Security Service of the Russian Federation (FSB),5,US
Military-Industrial Commission (VPK),Russia,4,US
VPK-Ural,Military-Industrial Commission (VPK),5,US
Ministry of Defense (MoD),Russia,4,US
Advanced Research Foundation,Ministry of Defense (MoD),5,US
Federal Service of Military Technical Cooperation (FSMTC),Ministry of Defense (MoD),5,US
Russian Armed Forces,Ministry of Defense (MoD),5,US
Russian Aerospace Forces (VKS),Russian Armed Forces,6,US
Aerospace Defense Forces / Missile Defense Forces,Russian Aerospace Forces (VKS),7,US
Russian Airborne Forces (VDV),Russian Armed Forces,6,US
Russian Ground Forces,Russian Armed Forces,6,US
Russian Navy,Russian Armed Forces,6,US
Russian Strategic Missile Forces,Russian Armed Forces,6,US
Ministry of Foreign Affairs,Russia,4,US
Ministry of Industry and Trade,Russia,4,US
Industrial Development Fund,Ministry of Industry and Trade,5,US
Russia Companies,Russia,4,US
Security Council of Russia,Russia,4,US
National Guard of Russia,Security Council of Russia,5,US
Tajikistan,Eurasia,3,US
Turkmenistan,Eurasia,3,US
Ukraine,Eurasia,3,US
Ministry of Defence,Ukraine,4,US
Armed Forces of Ukraine,Ministry of Defence,5,US
Ukrainian Air Force,Armed Forces of Ukraine,6,US
Ukrainian Ground Forces,Armed Forces of Ukraine,6,US
Ukrainian Navy,Armed Forces of Ukraine,6,US
Uzbekistan,Eurasia,3,US
Uzbekistan Ministry of Defense (MoD),Uzbekistan,4,US
Armed Forces of the Republic of Uzbekistan,Uzbekistan Ministry of Defense (MoD),5,US
Uzbekistan Air and Air Defence Forces,Armed Forces of the Republic of Uzbekistan,6,US
Europe,Countries / Customers,2,US
Albania,Europe,3,US
Austria,Europe,3,US
Ministry of Defense,Austria,4,US
Austrian Armed Forces,Ministry of Defense,5,US
Austrian Air Force,Austrian Armed Forces,6,US
Austrian Army,Austrian Armed Forces,6,US
Belgium,Europe,3,US
Belgian Ministry of Defence,Belgium,4,US
Belgian Armed Forces,Belgian Ministry of Defence,5,US
Air Component,Belgian Armed Forces,6,US
Land Component,Belgian Armed Forces,6,US
Special Forces Group (SFG),Land Component,7,US
Medical Component,Belgian Armed Forces,6,US
Naval Component,Belgian Armed Forces,6,US
Capacite Motorisee Terrestre (CaMo),Belgian Ministry of Defence,5,US
Bosnia,Europe,3,US
Bulgaria,Europe,3,US
Bulgarian Ministry of Defence (MoD),Bulgaria,4,US
Bulgarian Air Force,Bulgarian Ministry of Defence (MoD),5,US
Bulgarian Land Forces,Bulgarian Ministry of Defence (MoD),5,US
Bulgarian Navy,Bulgarian Ministry of Defence (MoD),5,US
Croatia,Europe,3,US
Ministry of Defense,Croatia,4,US
Republic of Croatia Armed Forces (OSRH),Ministry of Defense,5,US
Croatian Air Force and Air Defence,Republic of Croatia Armed Forces (OSRH),6,US
Croatian Army,Republic of Croatia Armed Forces (OSRH),6,US
Croatian Navy,Republic of Croatia Armed Forces (OSRH),6,US
Czech Republic,Europe,3,US
Czech Ministry of Defense,Czech Republic,4,US
Czech Republic Air Force,Czech Ministry of Defense,5,US
Czech Republic Army,Czech Ministry of Defense,5,US
Center for Simulation and Training Technologies (CSTT),Czech Republic Army,6,US
Denmark,Europe,3,US
Ministry of Defense (MoD),Denmark,4,US
Danish Defence Command,Ministry of Defense (MoD),5,US
Royal Danish Air Force,Danish Defence Command,6,US
Royal Danish Army,Danish Defence Command,6,US
Royal Danish Navy,Danish Defence Command,6,US
Defence Acquisition and Logistics Organization (DALO),Ministry of Defense (MoD),5,US
Estonia,Europe,3,US
Estonia Ministry of Defence (MoD),Estonia,4,US
Centre for Defence Investment (RKIIK),Estonia Ministry of Defence (MoD),5,US
Ministry of Foreign Affairs,Estonia,4,US
European Aviation Safety Agency (EASA),Europe,3,US
European Organisation for the Safety of Air Navigation (Eurocontrol),Europe,3,US
European Space Agency (ESA),Europe,3,US
European Union (EU),Europe,3,US
European Border and Coast Guard Agency / Frontex,European Union (EU),4,US
European Commission,European Union (EU),4,US
European Defence Agency (EDA),European Union (EU),4,US
Preparatory Action on Defence Research (PADR),European Defence Agency (EDA),5,US
European External Action Service,European Union (EU),4,US
European Global Navigation Satellite Systems Agency (European GNSS),European Union (EU),4,US
European Parliament,European Union (EU),4,US
Subcommittee on Security and Defence (SEDE),European Parliament,5,US
European Union Aviation Safety Agency (EASA),European Union (EU),4,US
Permanent Structured Cooperation (PESCO),European Union (EU),4,US
Finland,Europe,3,US
Finnish Border Guard,Finland,4,US
Finnish Ministry of Defence,Finland,4,US
Finnish Air Force,Finnish Ministry of Defence,5,US
Finnish Army,Finnish Ministry of Defence,5,US
Finnish Navy,Finnish Ministry of Defence,5,US
Ministry of Employment and the Economy,Finland,4,US
France,Europe,3,US
French Parliament,France,4,US
Ministry of the Armed Forces,France,4,US
French Armed Forces,Ministry of the Armed Forces,5,US
Direction Générale de l Armement / Directorate General of Armaments (DGA),French Armed Forces,6,US
Capacite Motorisee Terrestre (CaMo),Direction Générale de l Armement / Directorate General of Armaments (DGA),7,US
French Air and Space Force,French Armed Forces,6,US
French Air Force,French Armed Forces,6,US
French Army,French Armed Forces,6,US
French Navy,French Armed Forces,6,US
Germany,Europe,3,US
Federal Ministry of Defence (BMVg),Germany,4,US
German Armed Forces / Bundeswehr,Federal Ministry of Defence (BMVg),5,US
German Air Force / Luftwaffe,German Armed Forces / Bundeswehr,6,US
German Army / Heer,German Armed Forces / Bundeswehr,6,US
German Navy / Marine,German Armed Forces / Bundeswehr,6,US
Federal Ministry of the Interior,Germany,4,US
Federal Police / Bundespolizei,Federal Ministry of the Interior,5,US
Federal Parliament (Bundestag),Germany,4,US
Greece,Europe,3,US
Hellenic Air Force,Greece,4,US
Hellenic Navy,Greece,4,US
Ministry of National Defense,Greece,4,US
General Directorate for Defence Investments and Armaments (GDDIA),Ministry of National Defense,5,US
Hungary,Europe,3,US
Ministry of Defence (MoD),Hungary,4,US
Defence Procurement Agency (DPA),Ministry of Defence (MoD),5,US
Hungarian Armed Forces,Ministry of Defence (MoD),5,US
Hungarian Air Force,Hungarian Armed Forces,6,US
Hungarian Army,Hungarian Armed Forces,6,US
Hungarian Ground Force,Hungarian Armed Forces,6,US
Iceland,Europe,3,US
Icelandic Coast Guard,Iceland,4,US
Ireland,Europe,3,US
Irish Air Corps,Ireland,4,US
Israel,Europe,3,US
Ministry of Defense (MoD),Israel,4,US
Directorate of the Defense Research and Development (DDR&D),Ministry of Defense (MoD),5,US
Flight Technologies Department,Directorate of the Defense Research and Development (DDR&D),6,US
Israel Missile Defense Organization (IMDO),Directorate of the Defense Research and Development (DDR&D),6,US
International Defense Cooperation Directorate (SIBAT),Ministry of Defense (MoD),5,US
Israel Space and Satellite Administration,Ministry of Defense (MoD),5,US
Israeli Defense Forces (IDF),Ministry of Defense (MoD),5,US
Israeli Air Force (IAF),Israeli Defense Forces (IDF),6,US
Israeli Army,Israeli Defense Forces (IDF),6,US
Israeli Navy,Israeli Defense Forces (IDF),6,US
"Ministry of Science, Technology and Space",Israel,4,US
Israel Space Agency,"Ministry of Science, Technology and Space",5,US
Palestinian Territories,Israel,4,US
Italy,Europe,3,US
Italian Air Force,Italy,4,US
Directorate for Air Armaments and Airworthiness (DAAA),Italian Air Force,5,US
Italian Army,Italy,4,US
Italian Navy,Italy,4,US
Italian Space Agency,Italy,4,US
Ital-GovSatCom,Italian Space Agency,5,US
Ministry of Defence (MoD),Italy,4,US
Kosovo,Europe,3,US
Latvia,Europe,3,US
Latvia Ministry of Defense (MoD),Latvia,4,US
Lithuania,Europe,3,US
Ministry of National Defence,Lithuania,4,US
Lithuanian Armed Forces,Ministry of National Defence,5,US
Lithuanian Air Force,Lithuanian Armed Forces,6,US
Lithuanian Land Force,Lithuanian Armed Forces,6,US
Lithuanian Navy,Lithuanian Armed Forces,6,US
Luxembourg,Europe,3,US
Directorate of Defence,Luxembourg,4,US
Luxembourg Air Force,Directorate of Defence,5,US
Luxembourg Army,Directorate of Defence,5,US
Montenegro,Europe,3,US
Montenegrin Ministry of Defense,Montenegro,4,US
Montenegrin Air Force,Montenegrin Ministry of Defense,5,US
Netherlands,Europe,3,US
Defence Materiel Organisation,Netherlands,4,US
Dutch Ministry of Defence,Netherlands,4,US
Royal Netherlands Air Force Command,Dutch Ministry of Defence,5,US
Royal Netherlands Army Command,Dutch Ministry of Defence,5,US
Royal Netherlands Navy Command,Dutch Ministry of Defence,5,US
Technical University of Delft,Netherlands,4,US
North Atlantic Treaty Organization (NATO),Europe,3,US
Eurofighter Consortium/NATO Eurofighter and Tornado Management Agency (NETMA),North Atlantic Treaty Organization (NATO),4,US
NATO Alliance Ground Surveillance Force (NAGSF),North Atlantic Treaty Organization (NATO),4,US
NAGSF Mission Operation Support Centre,NATO Alliance Ground Surveillance Force (NAGSF),5,US
NATO Allied Air Command,North Atlantic Treaty Organization (NATO),4,US
NATO Communications and Information Agency,North Atlantic Treaty Organization (NATO),4,US
NATO Navigation and Identification Program,NATO Communications and Information Agency,5,US
Radar Electromagnetic and Communication Coverage Tool (REACT),NATO Navigation and Identification Program,6,US
NATO Helicopter Management Agency (NAHEMA),North Atlantic Treaty Organization (NATO),4,US
NATO Joint Warfare Center (JWC),North Atlantic Treaty Organization (NATO),4,US
NATO Support and Procurement Agency (NSPA),North Atlantic Treaty Organization (NATO),4,US
North Macedonia,Europe,3,US
Norway,Europe,3,US
Norwegian Ministry of Defence,Norway,4,US
Norwegian Armed Forces,Norwegian Ministry of Defence,5,US
Norwegian Army,Norwegian Armed Forces,6,US
Norwegian Defence Logistics Organisation (NDLO),Norwegian Armed Forces,6,US
Royal Norwegian Air Force,Norwegian Armed Forces,6,US
Royal Norwegian Navy,Norwegian Armed Forces,6,US
Norwegian Defence Materiel Agency (NDMA),Norwegian Ministry of Defence,5,US
Norwegian Defence Research Establishment (FFI),Norwegian Ministry of Defence,5,US
Norwegian Ministry of Education and Research,Norway,4,US
Research Council of Norway,Norwegian Ministry of Education and Research,5,US
Organisation for Joint Armament Co-operation (OCCAR),Europe,3,US
Poland,Europe,3,US
Ministry of Defence,Poland,4,US
Armament Inspectorate,Ministry of Defence,5,US
Military Institute of Armament Technology (WITU),Ministry of Defence,5,US
Polish Air Force,Poland,4,US
Polish Border Guard,Poland,4,US
Polish Land Forces,Poland,4,US
Polish Navy,Poland,4,US
Polish Police,Poland,4,US
Portugal,Europe,3,US
Ministry of Finance,Portugal,4,US
Portuguese Ministry of National Defence (MND),Portugal,4,US
Portuguese Air Force,Portuguese Ministry of National Defence (MND),5,US
Portuguese Army,Portuguese Ministry of National Defence (MND),5,US
Portuguese Navy,Portuguese Ministry of National Defence (MND),5,US
Republic of Cyprus,Europe,3,US
Cypriot Armed Forces,Republic of Cyprus,4,US
Romania,Europe,3,US
Ministry of National Defence,Romania,4,US
Romanian Air Force,Ministry of National Defence,5,US
Romanian Army,Ministry of National Defence,5,US
Romanian Navy,Ministry of National Defence,5,US
Serbia,Europe,3,US
Ministry of Defense (MoD),Serbia,4,US
Material Resources Sector,Ministry of Defense (MoD),5,US
Serbian Armed Forces,Ministry of Defense (MoD),5,US
Serbian Air Force and Air Defence,Serbian Armed Forces,6,US
Serbian Army,Serbian Armed Forces,6,US
Serbian Military Technical Institute,Serbia,4,US
Slovakia,Europe,3,US
Slovak Air Force,Slovakia,4,US
Slovenia,Europe,3,US
Slovenian Armed Forces,Slovenia,4,US
Spain,Europe,3,US
Spanish Ministry of Defense,Spain,4,US
Spanish Armed Forces,Spanish Ministry of Defense,5,US
Spanish Air Force,Spanish Armed Forces,6,US
Spanish Army,Spanish Armed Forces,6,US
Logistics Support Command,Spanish Army,7,US
Light Vehicle for Special Operations (VLOE),Logistics Support Command,8,US
Spanish Marines,Spanish Armed Forces,6,US
Spanish Navy,Spanish Armed Forces,6,US
Sweden,Europe,3,US
Ministry of Defense [Sweden],Sweden,4,US
Swedish Air Force,Ministry of Defense [Sweden],5,US
Swedish Army,Ministry of Defense [Sweden],5,US
Swedish Defence Commission,Ministry of Defense [Sweden],5,US
Swedish Defence Materiel Administration (FMV),Ministry of Defense [Sweden],5,US
Swedish Royal Navy,Ministry of Defense [Sweden],5,US
Swedish Amphibious Corps,Swedish Royal Navy,6,US
Switzerland,Europe,3,US
"Federal Department of Defence, Civil Protection and Sport (DDPS)",Switzerland,4,US
Federal Office for Defence Procurement / Armasuisse,"Federal Department of Defence, Civil Protection and Sport (DDPS)",5,US
Swiss Armed Forces,"Federal Department of Defence, Civil Protection and Sport (DDPS)",5,US
Armed Force Command Support Organization,Swiss Armed Forces,6,US
Armed Force Logistics Organization,Swiss Armed Forces,6,US
Swiss Air Force,Swiss Armed Forces,6,US
Swiss Land Forces,Swiss Armed Forces,6,US
Turkey,Europe,3,US
Defence Industry Executive Committee (SSIK),Turkey,4,US
Ministry of National Defense (MND),Turkey,4,US
Presidency of Defense Industries (SSB) / Undersecretariat for Defence Industries (SSM),Ministry of National Defense (MND),5,US
Turkish Armed Forces (TSK),Ministry of National Defense (MND),5,US
Turkish Air Force,Turkish Armed Forces (TSK),6,US
Turkish Ground Forces,Turkish Armed Forces (TSK),6,US
Turkish Naval Forces,Turkish Armed Forces (TSK),6,US
Scientific and Technological Research Council of Turkey (TUBITAK),Turkey,4,US
Turkish Armed Forces Foundation (TSKGV),Turkey,4,US
United Kingdom (UK),Europe,3,US
Cranfield University,United Kingdom (UK),4,US
Digital Aviation Research and Technology Centre (DARTeC),Cranfield University,5,US
"Department for Business, Energy and Industrial Strategy",United Kingdom (UK),4,US
Department for Transport,United Kingdom (UK),4,US
Maritime Coastguard Agency (MCA),Department for Transport,5,US
Department of Business,United Kingdom (UK),4,US
Ministry of Defence (MoD),United Kingdom (UK),4,US
British Army,Ministry of Defence (MoD),5,US
British Army Armoured Trials and Development Unit,British Army,6,US
Defence and Security Accelerator (DASA),Ministry of Defence (MoD),5,US
Defence Digital Organization,Ministry of Defence (MoD),5,US
Defence Operational Training Capability- Air (DOTCA),Ministry of Defence (MoD),5,US
Typhoon Future Synthetic Training (TFST),Defence Operational Training Capability- Air (DOTCA),6,US
Defence Science and Technology Laboratory (Dstl),Ministry of Defence (MoD),5,US
Defense Equipment and Support (DE&S),Ministry of Defence (MoD),5,US
Land Systems Reference Centre (LSRC),Ministry of Defence (MoD),5,US
Royal Air Force (RAF),Ministry of Defence (MoD),5,US
Defense Operational Training Capability (Air) (DOTC(A)) program,Royal Air Force (RAF),6,US
Rapid Capabilities Office (RCO),Royal Air Force (RAF),6,US
Royal Navy (RN),Ministry of Defence (MoD),5,US
Royal Fleet Auxiliary,Royal Navy (RN),6,US
Royal Marines (RM),Royal Navy (RN),6,US
Strategic Studies Centre (RNSSC),Royal Navy (RN),6,US
UK Strategic Command,Ministry of Defence (MoD),5,US
National Audit Office (NAO),United Kingdom (UK),4,US
Science and Technology Facilities Council (STFC),United Kingdom (UK),4,US
Rutherford Appleton Laboratory (RAL),Science and Technology Facilities Council (STFC),5,US
UK Maritime Coastguard Agency (MCA),United Kingdom (UK),4,US
Public Accounts Committee,UK Parliament,5,US
UK Space Agency,United Kingdom (UK),4,US
UKSpace,United Kingdom (UK),4,US
Latin America and the Caribbean,Countries / Customers,2,US
Antigua,Latin America and the Caribbean,3,US
Argentina,Latin America and the Caribbean,3,US
Argentine Air Force,Argentina,4,US
Argentine Navy,Argentina,4,US
National Commission for Space Activities (CONAE),Argentina,4,US
Barbuda,Latin America and the Caribbean,3,US
Bolivia,Latin America and the Caribbean,3,US
Ministry of Defence,Bolivia,4,US
Brazil,Latin America and the Caribbean,3,US
Brazilian Air Force,Brazil,4,US
Brazilian Army,Brazil,4,US
Brazilian Navy,Brazil,4,US
Chile,Latin America and the Caribbean,3,US
Chilean Air Force,Chile,4,US
Chilean Navy,Chile,4,US
Colombia,Latin America and the Caribbean,3,US
Colombian Air Force,Colombia,4,US
Colombian Navy,Colombia,4,US
Costa Rica,Latin America and the Caribbean,3,US
Dominica,Latin America and the Caribbean,3,US
Dominican Republic,Latin America and the Caribbean,3,US
Ecuador,Latin America and the Caribbean,3,US
Ecuadorian Air Force,Ecuador,4,US
Ecuadorian Navy,Ecuador,4,US
El Salvador,Latin America and the Caribbean,3,US
Ministry of National Defense,El Salvador,4,US
Armed Forces of El Salvador,Ministry of National Defense,5,US
Salvadoran Air Force,Armed Forces of El Salvador,6,US
Guatemala,Latin America and the Caribbean,3,US
Guyana,Latin America and the Caribbean,3,US
Honduras,Latin America and the Caribbean,3,US
Jamaica,Latin America and the Caribbean,3,US
Ministry of National Security,Jamaica,4,US
Jamaica Constabulary Force (JCF),Ministry of National Security,5,US
Jamaica Defence Force (JDF),Ministry of National Security,5,US
Mexico,Latin America and the Caribbean,3,US
Mexican National Guard,Mexico,4,US
Ministry of National Defense (SEDENA),Mexico,4,US
Armed Forces of Mexico,Ministry of National Defense (SEDENA),5,US
Mexican Air Force,Armed Forces of Mexico,6,US
Mexican Army,Armed Forces of Mexico,6,US
Mexican Navy,Armed Forces of Mexico,6,US
Technology Research and Development Institute (INIDETAM),Mexican Navy,7,US
Tzinacan,Technology Research and Development Institute (INIDETAM),8,US
Nicaragua,Latin America and the Caribbean,3,US
Panama,Latin America and the Caribbean,3,US
Paraguay,Latin America and the Caribbean,3,US
Armed Forces of Paraguay,Paraguay,4,US
Peru,Latin America and the Caribbean,3,US
Ministry of Defense (MoD),Peru,4,US
National Commission on Aerospace Research and Development (CONIDA),Ministry of Defense (MoD),5,US
Peruvian Air Force,Ministry of Defense (MoD),5,US
The Bahamas,Latin America and the Caribbean,3,US
Ministry of National Security,The Bahamas,4,US
Royal Bahamas Defence Force (RBDF),Ministry of National Security,5,US
Trinidad & Tobago [GORTT],Latin America and the Caribbean,3,US
Uruguay,Latin America and the Caribbean,3,US
Venezuela,Latin America and the Caribbean,3,US
Venezuelan Air Force,Venezuela,4,US
Middle East (ME),Countries / Customers,2,US
Afghanistan,Middle East (ME),3,US
Afghan Air Force,Afghanistan,4,US
Bahrain,Middle East (ME),3,US
