name,parent
SoftBank Corp.,Japan Companies
Sojitz,Japan Companies
Subaru,Japan Companies
Sumitomo,Japan Companies
Sumisho,Sumitomo
Synspective,Japan Companies
Toshiba,Japan Companies
Toyota,Japan Companies
Yamaha,Japan Companies
Yamato Holdings,Japan Companies
Jordan Companies,"Companies (Competitors, Suppliers, Partners)"
Jadara,Jordan Companies
Joramco,Jordan Companies
JoSecure,Jordan Companies
KADDB,Jordan Companies
Kazakhstan Companies,"Companies (Competitors, Suppliers, Partners)"
Kazakhstan Engineering,Kazakhstan Companies
Kazakhstan Paramount Engineering (KPE),Kazakhstan Engineering
Kenya Companies,"Companies (Competitors, Suppliers, Partners)"
Astral Aerial Solutions,Kenya Companies
Latvia Companies,"Companies (Competitors, Suppliers, Partners)"
Octopus ISR Systems,Latvia Companies
UAV Factory,Latvia Companies
Luxembourg Companies,"Companies (Competitors, Suppliers, Partners)"
Luxembourg Space Agency,Luxembourg Companies
SES,Luxembourg Companies
Malaysia Companies,"Companies (Competitors, Suppliers, Partners)"
Airod,Malaysia Companies
Destini Berhad,Malaysia Companies
Ludev Aviation,Malaysia Companies
Netherlands Companies,"Companies (Competitors, Suppliers, Partners)"
Atmos UAV,Netherlands Companies
Damen,Netherlands Companies
Dawn Aerospace,Netherlands Companies
Huisman Equipment,Netherlands Companies
Netherlands Aerospace Center (NRL),Netherlands Companies
Royal Dutch Airlines (KLM),Netherlands Companies
Specto Aerospace,Netherlands Companies
URARTU Systems,Netherlands Companies
VSTEP Simulation,Netherlands Companies
New Zealand Companies,"Companies (Competitors, Suppliers, Partners)"
Air New Zealand,New Zealand Companies
NZ Crown,New Zealand Companies
Rakon,New Zealand Companies
Wisk New Zealand,New Zealand Companies
Nigeria Companies,"Companies (Competitors, Suppliers, Partners)"
Proforce,Nigeria Companies
North Korea Companies,"Companies (Competitors, Suppliers, Partners)"
Unidentified North Korean Manufacturers,North Korea Companies
Norway Companies,"Companies (Competitors, Suppliers, Partners)"
Helitrans,Norway Companies
Kongsberg,Norway Companies
Kongsberg Defence & Aerospace,Kongsberg
Kongsberg Digital,Kongsberg
Kongsberg Maritime,Kongsberg
Nammo,Norway Companies
Norwegian Special Mission,Norway Companies
Space Norway,Norway Companies
Wallenius Wilhelmsen ASA,Norway Companies
American Roll-On Roll-Off Carrier Group (ARC),Wallenius Wilhelmsen ASA
Pakistan Companies,"Companies (Competitors, Suppliers, Partners)"
Air Weapons Complex,Pakistan Companies
Atlas Group,Pakistan Companies
Bow Systems,Pakistan Companies
Ease West Infiniti,Pakistan Companies
Heavy Industries Taxila (HIT),Pakistan Companies
Karachi Shipyard & Engineering Works Limited (KSEW),Pakistan Companies
Pakistan Aeronautical Complex (PAC),Pakistan Companies
"Aviation Research, Indigenization & Development (AvRID)",Pakistan Aeronautical Complex (PAC)
Philippines Companies,"Companies (Competitors, Suppliers, Partners)"
Mechatronics and Robotics Society of the Philippines,Philippines Companies
Philippine Aerospace Development Corporation (PADC),Philippines Companies
Poland Companies,"Companies (Competitors, Suppliers, Partners)"
Advanced Protection Systems,Poland Companies
Allstar PLZ,Poland Companies
Gdansk Shipyard,Poland Companies
Hertz Systems,Poland Companies
Lukasiewicz-PIAP Institute,Poland Companies
OBRUM Research and Development Center for Mechanical Devices,Poland Companies
Polish Armaments Group,Poland Companies
Polska Grupa Zbrojeniowa (PGZ),Poland Companies
Dezamet,Polska Grupa Zbrojeniowa (PGZ)
Huta Stalowa Wola,Polska Grupa Zbrojeniowa (PGZ)
Mesko,Polska Grupa Zbrojeniowa (PGZ)
PCO S.A.,Polska Grupa Zbrojeniowa (PGZ)
Pit-Radwar,Polska Grupa Zbrojeniowa (PGZ)
Polska Grupa Zbrojeniowa Stocznia Wojenna Shipyard (PGZ SW),Polska Grupa Zbrojeniowa (PGZ)
Rosomak WD,Polska Grupa Zbrojeniowa (PGZ)
Wojskowe Zaklady Elektroniczne (WZE),Polska Grupa Zbrojeniowa (PGZ)
Wojskowe Zaklady Motoryzacyjne (WZM),Polska Grupa Zbrojeniowa (PGZ)
Wojskowe Zaklady Uzbrojenia (WZU),Polska Grupa Zbrojeniowa (PGZ)
Zaklady Mechaniczne Bumar,Polska Grupa Zbrojeniowa (PGZ)
ZM Bumar-Labedy,Polska Grupa Zbrojeniowa (PGZ)
Remontowa Shipbuilding,Poland Companies
SatRevolution,Poland Companies
WB Electronics,Poland Companies
Portugal Companies,"Companies (Competitors, Suppliers, Partners)"
Arsenal do Alfeite,Portugal Companies
Centre of Engineering and Product Development (CEiiA),Portugal Companies
EID,Portugal Companies
idD - Plataforma das Ind�strias de Defesa Nacionais,Portugal Companies
idD   Portugal Defense,Portugal Companies
SkyTech,Portugal Companies
Tekever,Portugal Companies
Qatar Companies,"Companies (Competitors, Suppliers, Partners)"
Bahadir Construction Engineering Contracting and Trading Company,Qatar Companies
Barzan Holdings,Qatar Companies
Stark Motors,Qatar Companies
Republika Srpska Companies,"Companies (Competitors, Suppliers, Partners)"
Orao,Republika Srpska Companies
Romania Companies,"Companies (Competitors, Suppliers, Partners)"
Avioane Craiova,Romania Companies
INCAS,Romania Companies
Romaero,Romania Companies
ROMARM,Romania Companies
Uzinei Mecanice Bucure?ti (UMB),Romania Companies
Russia Companies,"Companies (Competitors, Suppliers, Partners)"
AFK Sistema,Russia Companies
Kronstadt Group,AFK Sistema
Radio Technical and Information (RTI) Systems,AFK Sistema
Saransk Televsion Plant,Radio Technical and Information (RTI) Systems
Scientific and Research Institute for Long-Distance Radio Communications (NIIDAR),Radio Technical and Information (RTI) Systems
Almaz Shipbuilding Company,Russia Companies
Almaz-Antey,Russia Companies
Dolgoprudnenskoe Scientific Production Plant (DNPP),Almaz-Antey
Izhevsk Electro-Mechanical Plant Kupol,Almaz-Antey
MKB Fakel,Almaz-Antey
Nizhny Novgorod Research Institute of Radio Engineering (NNIIRT),Almaz-Antey
Russian Scientific Research Institute of Radio Engineering (VNIIRT),Almaz-Antey
Tikhomirov Scientific Research Institute of Instrument Design (NIIP),Almaz-Antey
Aviaavtomatika,Russia Companies
Baltic Trans-Port Company,Russia Companies
Bazalt,Russia Companies
Concern Morinformsystem-Agat,Russia Companies
Elektropribor Design Bureau,Russia Companies
Energomash,Russia Companies
Gorkovsky Avtomobilny Zavod (GAZ),Russia Companies
International Aero Navigation Systems Concern (IANS),Russia Companies
International Launch Services,Russia Companies
Irkut Corporation,Russia Companies
JSC Admiralty Shipyard,Russia Companies
Kalashnikov Group,Russia Companies
ZALA Aero,Kalashnikov Group
Kamskiy Avtomobilny Zavod (KAMAZ),Russia Companies
KB Avrora,Russia Companies
"KB Radars, Mashinostroyeniya",Russia Companies
Groza VHF-UHF Comms Jammer,"KB Radars, Mashinostroyeniya"
KBP Instrument Design Bureau,Russia Companies
Kronshtadt Group,Russia Companies
KumAPE,Russia Companies
Makeyev,Russia Companies
Mikran,Russia Companies
Military Industrial Company,Russia Companies
MKB Raduga / Raduga Design Bureau,Russia Companies
Moscow Institute of Thermal Technology,Russia Companies
Motovilikhinskiye Zavody,Russia Companies
Nevskoye Design Bureau,Russia Companies
Novator,Russia Companies
Novosibirsk Instrument-Building Plant,Russia Companies
NPK SPP,Russia Companies
NPO Geofizika-NV,Russia Companies
Nudelmann Precision Engineering Design Bureau,Russia Companies
Oboronprom,Russia Companies
Oktomvri - Eurokompozit,Russia Companies
Omsktransmash / Omsk Transmash Design Bureau,Russia Companies
Oruzheinye Masterskie,Russia Companies
Phazotron-NIIR,Russia Companies
Podolsk Electromechanical Plant of Special Machine Building (PEMZ Spetsmash),Russia Companies
Proekt-Technika Corporation,Russia Companies
Radar MMS,Russia Companies
Radiofizika,Russia Companies
RosAeroSystems,Russia Companies
Rosatom State Nuclear Energy Corporation,Russia Companies
Roscosmos,Russia Companies
Chemical Automatics Design Bureau (KBKhA),Roscosmos
Khrunichev State Research and Production Space Center,Roscosmos
Krasnoyarsk Machine-Building Plant,Roscosmos
Makeyev Rocket Design Bureau,Roscosmos
ROSEL Concern,Russia Companies
Rosoboronexport,Russia Companies
Rosseti,Russia Companies
Rostec,Russia Companies
Avtomatika Concern,Rostec
"Concern Radio-Electronic Technologies (CRET, KRET)",Rostec
Concern Tractor Plants,Rostec
Kurganmashzavod,Concern Tractor Plants
High Precision Systems,Rostec
JSC KPB,Rostec
KB Luch,Rostec
KB Mashinostroyeniya (KBM),Rostec
KB Tochmash,Rostec
Ruselectronics,Rostec
Russian Electronics,Rostec
Polet Chelyabinsk Radio Plant,Russian Electronics
Russian Helicopters,Rostec
National Helicopter Center (NHC),Russian Helicopters
Kamov,National Helicopter Center (NHC)
MIL Corp,National Helicopter Center (NHC)
VR-Technologies,Russian Helicopters
Shvabe,Rostec
Krasnogorsky Zavod (KMZ ZENIT),Shvabe
Techmash,Rostec
NPO Splav,Techmash
United Aircraft Corporation (UAC),Rostec
Beriev,United Aircraft Corporation (UAC)
Ilyushin,United Aircraft Corporation (UAC)
Russian Aircraft Corporation MiG (RAC MiG),United Aircraft Corporation (UAC)
Sukhoi Design Bureau,United Aircraft Corporation (UAC)
Komsomolsk-on-Amur Aircraft Plant (KnAAPO),Sukhoi Design Bureau
Tupolev,United Aircraft Corporation (UAC)
Yakolev,United Aircraft Corporation (UAC)
United Engine Corporation,Rostec
Aviadvigatel,United Engine Corporation
JSC Kuznetsov,United Engine Corporation
Kuznetsov Design Bureau,JSC Kuznetsov
Klimov,United Engine Corporation
NPO Saturn,United Engine Corporation
Salyut Machine-Building Association,United Engine Corporation
United Instrument Manufacturing Corporation (UIMC),Rostec
Ural Works of Civil Aviation,Rostec
Uralvagonzavod (UVZ),Rostec
Burevestnik Central Research Institute,Uralvagonzavod (UVZ)
Uraltransmash,Uralvagonzavod (UVZ)
Rubin Central Design Bureau for Marine Engineering,Russia Companies
Russian Direct Investment Fund,Russia Companies
Ryazan State Instrument-Making Enterprise (GRPZ),Russia Companies
S. P. Korolev Rocket and Space Corporation Energia,Russia Companies
Sberbank,Russia Companies
Scientific & Technical Center of Electronic Warfare,Russia Companies
Scientific and Production Association of Special Materials Corporation (UNIKHIMTEK),Russia Companies
Severnoye Design Bureau,Russia Companies
Severodvinsk Shipyard,Russia Companies
Sevmash,Russia Companies
SKB Zenit,Russia Companies
Special Technology Center LLC,Russia Companies
State Institute of Applied Optics (GIPO),Russia Companies
Tactical Missiles Corporation (KTRV),Russia Companies
NPO Mashinostroyenia (NPOM),Tactical Missiles Corporation (KTRV)
BrahMos Aerospace Private Limited,NPO Mashinostroyenia (NPOM)
Russian State Research and Production Enterprise Region (GNPP Region),Tactical Missiles Corporation (KTRV)
Vympel NPO,Tactical Missiles Corporation (KTRV)
Technologies of Automation and Programming (TAIP),Russia Companies
TsAGI,Russia Companies
TsNIITochMash,Russia Companies
Tulamashzavod Joint Stock Company,Russia Companies
Typhoon JSC Research and Production Enterprise,Russia Companies
Unidentified Russian Manufacturer,Russia Companies
United Shipbuilding Corporation,Russia Companies
Zvezdochka Ship Repair Centre,United Shipbuilding Corporation
Ural Automative Plant,Russia Companies
UTAIR Engineering,Russia Companies
Vityaz Machine-building,Russia Companies
Volga-Dnepr,Russia Companies
Volgograd Tractor Plant (VgTZ),Russia Companies
VSMPO-Avisma,Russia Companies
Wagner Group,Russia Companies
Zagorsky Optical and Mechanical (ZOMZ),Russia Companies
Zaslon AO,Russia Companies
Zelenodolsk Plant Gorky,Russia Companies
Saudi Arabia Companies,"Companies (Competitors, Suppliers, Partners)"
Al Tadrea Manufacturing Company,Saudi Arabia Companies
Alsalam,Saudi Arabia Companies
Aramco,Saudi Arabia Companies
Bandaria Auto,Saudi Arabia Companies
Circle Aerospace,Saudi Arabia Companies
GDC Middle East,Saudi Arabia Companies
Intra Defense Technologies,Saudi Arabia Companies
King Abdulaziz City for Science and Technology (KACST),Saudi Arabia Companies
Middle East Propulsion Company,Saudi Arabia Companies
Military Industries Corporation (MIC),Saudi Arabia Companies
Armored Vehicles & Heavy Equipment Factory (AVF),Military Industries Corporation (MIC)
Al-Dahna,Armored Vehicles & Heavy Equipment Factory (AVF)
Al-Shibl,Armored Vehicles & Heavy Equipment Factory (AVF)
SADEC,Saudi Arabia Companies
Saudi Arabian Military Industries (SAMI),Saudi Arabia Companies
Advanced Electronics Company (AEC),Saudi Arabian Military Industries (SAMI)
Saudi Aramco,Saudi Arabia Companies
Zamil Offshore Services,Saudi Arabia Companies
DCNS Zamil,Zamil Offshore Services
Serbia Companies,"Companies (Competitors, Suppliers, Partners)"
Engine Development & Production (EDePro),Serbia Companies
Krusik Holding Corporation,Serbia Companies
Sloboda Company,Serbia Companies
Yugoimport,Serbia Companies
Zastava,Serbia Companies
Singapore Companies,"Companies (Competitors, Suppliers, Partners)"
HOPE Technik,Singapore Companies
QuEST Global,Singapore Companies
Rotortrade,Singapore Companies
ST Engineering,Singapore Companies
MAK Technologies,ST Engineering
ST Engineering Smart Cities,ST Engineering
ST Kinetics,ST Engineering
Zycraft,Singapore Companies
Slovakia Companies,"Companies (Competitors, Suppliers, Partners)"
Compel Industries,Slovakia Companies
Incoff Aerospace,Slovakia Companies
Konstrukta Defence,Slovakia Companies
MSM Group,Slovakia Companies
Slovak Academy of Sciences Institute of Experimental Physics,Slovakia Companies
Trencin (Slovakian),Slovakia Companies
Way Industries,Slovakia Companies
ZTS-PECIL,Slovakia Companies
Slovenia Companies,"Companies (Competitors, Suppliers, Partners)"
Pipistrel,Slovenia Companies
South Africa Companies,"Companies (Competitors, Suppliers, Partners)"
Alaris Antennas,South Africa Companies
Denel,South Africa Companies
Denel Pretoria Metal Pressings (PMP),Denel
LMT Holdings,Denel
Milkor,South Africa Companies
Paramount Group,South Africa Companies
Kazakhstan Paramount Engineering (KPE),Paramount Group
